Mon Aug 22 12:09:43 2022    output.dat

         3616120 function calls (3588083 primitive calls) in 120.899 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      192    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:346(iterable)
      192    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:25(_maybe_view_as_subclass)
      192    0.078    0.000    0.079    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:340(_broadcast_to)
      166    0.045    0.000    0.053    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/power_combination.py:55(get_partials)
      166    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/power_combination.py:108(determine_sparse)
      156    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat_maxnnz}
      156    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_matmat}
      156    0.001    0.000    0.003    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:883(check_bounds)
      156    0.003    0.000    0.069    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:507(_mul_sparse_matrix)
      156    0.001    0.000    0.098    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:595(_mul_sparse_matrix)
      154    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1127(__get_sorted)
      154    0.001    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_csc.py:236(isspmatrix_csc)
      154    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1315(_diff_dispatcher)
      154    0.002    0.000    0.002    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:1319(diff)
      154    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(diff)
      154    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
      153    0.004    0.000    0.005    0.000 {built-in method _warnings.warn}
      152    0.004    0.000    0.004    0.000 {built-in method scipy.sparse._sparsetools.csc_matvecs}
      152    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
      138    0.000    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:415(__getitem__)
      134    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/utils/general_utils.py:68(lineup_string)
      133    0.001    0.000    0.103    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:459(__add__)
      133    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:693(__iadd__)
      130    0.003    0.000    0.005    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/linear_combination.py:43(get_partials)
      130    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/linear_combination.py:65(determine_sparse)
    119/1    0.000    0.000  121.042  121.042 {built-in method builtins.exec}
      119    0.000    0.000    0.012    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_data.py:91(copy)
    118/1    0.000    0.000  121.042  121.042 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/instructions.py:34(execute)
      118    0.000    0.000    0.011    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1224(_with_data)
      116    0.000    0.000    0.000    0.000 {built-in method time.time}
      114    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_sputils.py:288(<genexpr>)
      114    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:167(__array_finalize__)
      105    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_csc.py:124(tocsc)
       96    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:240(asfptype)
       95    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_plus_csr}
       95    0.001    0.000    0.021    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1238(_binopt)
       95    0.000    0.000    0.021    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:359(_add_sparse)
       91    0.021    0.000    0.021    0.000 {built-in method builtins.print}
       88    0.001    0.000    0.032    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/expand.py:76(get_partials)
       88    0.000    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/expand.py:93(determine_sparse)
       84    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       84    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       83    0.000    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/reshape.py:39(get_partials)
       83    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/reshape.py:53(determine_sparse)
       80    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:87(set_input)
       80    0.000    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/lsdo_VLM/VLM_package/VLM_system/solve_circulations/utils/einsum_kij_kj_ki.py:40(compute)
       78    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       78    0.001    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/lsdo_VLM/VLM_package/VLM_system/solve_circulations/utils/einsum_kij_kj_ki.py:52(compute_derivatives)
       78    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:432(_repeat_dispatcher)
       78    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:436(repeat)
       78    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(repeat)
       78    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_sample_offsets}
       78    0.000    0.000    0.004    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:880(_prepare_indices)
       78    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:5385(_append_dispatcher)
       78    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:5389(append)
       78    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(append)
       78    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       77    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       77    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       77    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1008(_argsort_dispatcher)
       77    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1012(argsort)
       77    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(argsort)
       77    0.001    0.000    0.001    0.000 {built-in method scipy.sparse._sparsetools.csr_sort_indices}
       77    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_has_sorted_indices}
       77    0.004    0.000    0.051    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:899(_set_many)
       77    0.008    0.000    0.037    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:958(_insert_many)
       77    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1159(sort_indices)
       77    0.000    0.000    0.006    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_index.py:13(_broadcast_arrays)
       77    0.001    0.000    0.063    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_index.py:96(__setitem__)
       77    0.001    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
       77    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:476(_broadcast_arrays_dispatcher)
       77    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
       77    0.000    0.000    0.004    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:546(<listcomp>)
       77    0.001    0.000    0.005    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
       77    0.000    0.000    0.006    0.000 <__array_function__ internals>:177(broadcast_arrays)
       76    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       76    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csr_tocsc}
       76    0.000    0.000    0.000    0.000 {built-in method scipy.sparse._sparsetools.csc_matvec}
       76    0.000    0.000    0.044    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:821(_set_arrayXarray)
       76    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1300(_process_slice)
       76    0.008    0.000    0.030    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_coo.py:581(_mul_multivector)
       76    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:480(_mul_vector)
       76    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:582(__mul__)
       76    0.001    0.000    0.009    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_csr.py:172(tocsc)
       76    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/_lib/_util.py:152(prod)
       76    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/twodim_base.py:236(_diag_dispatcher)
       76    0.001    0.000    0.002    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/twodim_base.py:312(diagflat)
       76    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(diagflat)
       76    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
       68    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       66    0.000    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/systemgraph.py:841(print_loading)
       60    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:93(get_residual)
       60    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:972(remember_implicit_states)
     60/1    0.020    0.000  121.042  121.042 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:206(run)
     60/1    0.003    0.000  121.042  121.042 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:251(_run)
       58    0.000    0.000    0.595    0.010 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:288(get_totals_key)
    58/39    0.005    0.000  120.023    3.078 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:313(_compute_totals)
    58/39    0.012    0.000  120.629    3.093 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/simulator.py:341(compute_totals)
       58    0.046    0.001    1.547    0.027 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:91(spsolve)
       54    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/operation_base.py:238(determine_sparse)
       40    0.000    0.000    0.004    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:84(run)
       40    0.000    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:90(set_state)
       40    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:96(get_state)
       40    0.000    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/lsdo_UVLM_new/lsdo_uvlm/lsdo_uvlm/uvlm_system/solve_circulations/utils/einsum_lijk_lik_lij.py:53(compute)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(norm)
       40    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:117(isComplexType)
       40    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:2353(_norm_dispatcher)
       40    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/linalg/linalg.py:2357(norm)
       40    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       39    0.000    0.000    0.044    0.001 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_solver.py:198(build_jac)
       39    0.000    0.000    0.114    0.003 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/wrappers/implicit_sim_wrapper.py:99(compute_totals)
       38    0.001    0.000    0.003    0.000 Instructions_RUN_MODEL:11(<module>)
       38    0.001    0.000    0.105    0.003 Instructions_DERIVATIVESy-->gamma_b,aic_bd_proj,M_mat,gamma_w,b:15(<module>)
       38    0.003    0.000    1.592    0.042 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_solver.py:81(solve_res_system_rev)
       38    0.004    0.000    1.677    0.044 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_solver.py:121(accumulate_rev)
       38    0.001    0.000    0.405    0.011 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/sum.py:118(get_partials)
       38    0.000    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/lsdo_UVLM_new/lsdo_uvlm/lsdo_uvlm/uvlm_system/solve_circulations/utils/einsum_lijk_lik_lij.py:65(compute_derivatives)
       38    0.002    0.000    0.002    0.000 {built-in method scipy.sparse.linalg._dsolve._superlu.gstrf}
       38    0.000    0.000    0.010    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:248(splu)
       38    0.000    0.000    0.010    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:437(factorized)
       38    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ravel_multi_index)
       38    0.000    0.000    0.006    0.000 <__array_function__ internals>:177(unravel_index)
       38    0.000    0.000    0.003    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:798(_get_submatrix)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_csr.py:333(isspmatrix_csr)
       38    0.001    0.000    0.004    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:347(_add_dense)
       38    0.000    0.000    0.003    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_compressed.py:662(_get_sliceXslice)
       38    0.000    0.000    0.003    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_csr.py:135(transpose)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:125(reshape)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_base.py:233(_container)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_sputils.py:303(<listcomp>)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_sputils.py:327(check_reshape_kwargs)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_sputils.py:359(matrix)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:4995(_delete_dispatcher)
       38    0.001    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/function_base.py:4999(delete)
       38    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(delete)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:363(_broadcast_to_dispatcher)
       38    0.000    0.000    0.075    0.002 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/stride_tricks.py:367(broadcast_to)
       38    0.000    0.000    0.076    0.002 <__array_function__ internals>:177(broadcast_to)
       38    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:960(ravel_multi_index)
       38    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:1021(unravel_index)
       20    0.000    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/lsdo_UVLM_new/lsdo_uvlm/lsdo_uvlm/uvlm_system/solve_circulations/utils/einsum_lijk_lj_lik.py:53(compute)
       20    0.001    0.000    0.114    0.006 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/newton.py:16(_solve_implicit)
       20    0.000    0.000    0.003    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/newton.py:103(solve_res_system_fwd)
       20    0.000    0.000    0.115    0.006 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_solver.py:47(solve)
       20    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_solver.py:261(set_guess)
       20    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/utils/operation_utils.py:46(nl_solver_completion_status)
       20    0.002    0.000    0.002    0.000 {built-in method scipy.sparse.linalg._dsolve._superlu.gssv}
       19   80.038    4.213  119.961    6.314 Instructions_DERIVATIVESwing_dgammaw_dt,wing_dwake_coords_dt-->wing_gamma_w,wing_wake_coords,u,v,w,p,q,r,theta,psi,gamma,psiw,wing:15(<module>)
       19    0.000    0.000    0.005    0.000 /home/jyan_linux/Downloads/Software/lsdo_UVLM_new/lsdo_uvlm/lsdo_uvlm/uvlm_system/solve_circulations/utils/einsum_lijk_lj_lik.py:65(compute_derivatives)
       19    0.006    0.000  120.989    6.368 /home/jyan_linux/Downloads/Software/ozone_lsdo_nbe/ozone/ozone/classes/integrators/TimeMarching.py:792(compute_stage_explicit)
       19    0.000    0.000    0.002    0.000 /home/jyan_linux/Downloads/Software/ozone_lsdo_nbe/ozone/ozone/classes/integrators/TimeMarching.py:970(compute_state)
       19    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/operation_base.py:195(get_output_id)
       19    0.001    0.000    0.410    0.022 /home/jyan_linux/Downloads/Software/ozone_lsdo_nbe/ozone/ozone/classes/Wrap.py:28(run_model)
       19    0.000    0.000  120.571    6.346 /home/jyan_linux/Downloads/Software/ozone_lsdo_nbe/ozone/ozone/classes/Wrap.py:40(compute_total_derivatives)
       16    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/custom_explicit/custom_explicit.py:64(get_partials)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
     15/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       15    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/classes/graph.py:448(__len__)
     15/3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
       14    0.000    0.000    0.013    0.001 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/decompose.py:46(get_partials)
       14    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/decompose.py:71(determine_sparse)
       14    0.000    0.000    0.009    0.001 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/indexed_passthrough.py:50(get_partials)
       14    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/indexed_passthrough.py:71(determine_sparse)
       14    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/cross.py:93(get_partials)
       14    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/cross.py:189(determine_sparse)
       14    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:582(<listcomp>)
       13    0.000    0.000    0.007    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/algorithms/dag.py:97(<setcomp>)
       13    0.000    0.000    0.007    0.001 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/algorithms/dag.py:69(ancestors)
       13    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/classes/digraph.py:1167(is_directed)
       11    0.001    0.000    0.001    0.000 /home/jyan_linux/Downloads/Software/ozone_lsdo_nbe/ozone/ozone/classes/integrators/utils.py:5(lin_interp)
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:319(decode)
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_1d)
        6    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
        6    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:23(atleast_1d)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/core/systemgraph.py:874(get_init_path_string)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/linecache.py:15(getline)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/linecache.py:37(getlines)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/warnings.py:117(_formatwarnmsg)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:96(_showwarnmsg)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/warnings.py:403(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/warnings.py:35(_formatwarnmsg_impl)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.8/warnings.py:20(_showwarnmsg_impl)
        3    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/cos.py:31(get_partials)
        3    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/cos.py:50(determine_sparse)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/implicit/implicit_operation.py:145(get_accumulation_function)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/sin.py:31(get_partials)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/Downloads/Software/python_csdl_backend/python_csdl_backend/operations/sin.py:49(determine_sparse)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:573(_can_coerce_all)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/core/_methods.py:46(_sum)
        2    0.000    0.000    0.005    0.003 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/algorithms/dag.py:66(<setcomp>)
        2    0.000    0.000    0.005    0.003 /home/jyan_linux/.local/lib/python3.8/site-packages/networkx/algorithms/dag.py:38(descendants)
        2    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_dia.py:366(tocsc)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_dia.py:446(isspmatrix_dia)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_construct.py:166(<listcomp>)
        2    0.000    0.000    0.001    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_construct.py:66(diags)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_dia.py:89(__init__)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/scipy/sparse/_dia.py:180(getnnz)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(iscomplexobj)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(common_type)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/type_check.py:206(_is_type_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/type_check.py:303(iscomplexobj)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/type_check.py:678(_common_type_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/jyan_linux/.local/lib/python3.8/site-packages/numpy/lib/type_check.py:682(common_type)
